restaurant_id,restaurant_key,restaurant_name,category,location,address,price_range,overall_rating,review_rating,food_rating,service_rating,ambiance_rating,review_text,review_date,reviewer_name,source,source_restaurant_id,aspect_sentiments,aspect_mentions,price_level,price_band,category_primary,review_text_normalized,restaurant_name_normalized,category_normalized,review_language,word_count,char_count,avg_word_length,sentiment_comida,sentiment_comida_score,sentiment_servicio,sentiment_servicio_score,sentiment_precio,sentiment_precio_score,sentiment_ambiente,sentiment_ambiente_score,mentions_comida,mentions_servicio,mentions_precio,mentions_ambiente,cluster,cluster_name
r_8129ad3767,frank s place,Franks Place,"Americana, De Autor",Obarrio,"Calle 53 y Av. Ricardo Arango, edificio Zoom Plaza - Obarrio",Desde $25 hasta $35,4.6,5.0,4.6,4.8,4.7,La comida estuvo muy rica el lugar es muy acogedor con su decoración y la atención fue excelente. Las porciones son considerables por lo que pagas y la forma en que los meseros detallan la descripción del plato te hace saborearlo antes que llegue,2026-07-19,Berta L.,degusta,dg_107761,"{'comida': 'neutral', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': True}",3.0,$$$ ($25-$35),Americana,comida rica lugar acogedor decoracion atencion excelente. porciones considerables pagas forma meseros detallan descripcion plato hace saborearlo llegue,franks place,"americana, de autor",spanish,44,246,4.613636363636363,neutral,0.0,positive,1.0,neutral,0.0,positive,1.0,True,True,False,True,2,Destacan por la comida
r_8129ad3767,frank s place,Franks Place,"Americana, De Autor",Obarrio,"Calle 53 y Av. Ricardo Arango, edificio Zoom Plaza - Obarrio",Desde $25 hasta $35,4.6,5.0,4.6,4.8,4.7,"¡Excelente experiencia! Todo estuvo muy bueno y la comida deliciosa. La atención fue excelente, en especial gracias a Hermelinda por su amabilidad. ¡Muy recomendado!",2026-07-13,Alvaro A.,degusta,dg_107761,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': False}",3.0,$$$ ($25-$35),Americana,"¡excelente experiencia! bueno comida deliciosa. atencion excelente, especial gracias hermelinda amabilidad. ¡muy recomendado!",franks place,"americana, de autor",spanish,24,165,5.916666666666667,positive,1.0,positive,1.0,neutral,0.0,neutral,0.0,True,True,False,False,2,Destacan por la comida
r_8129ad3767,frank s place,Franks Place,"Americana, De Autor",Obarrio,"Calle 53 y Av. Ricardo Arango, edificio Zoom Plaza - Obarrio",Desde $25 hasta $35,4.6,5.0,4.6,4.8,4.7,"Si buscas un restaurante con un ambiente elegante, buena música y comida que realmente sorprenda, Franks Place es una excelente opción en Obarrio.  Probamos el Formaggio Fundido y el Smoked Carpaccio de entrada, un risotto cremoso y un filete de res con chimichurri de la casa como platos fuertes. Pero el momento más memorable fue el postre el Giardino di Cioccolato, una esfera de chocolate que se derrite con caramelo salado caliente sobre helado de vainilla.  Las porciones son generosas, los cócteles están muy bien preparados y la relación calidadprecio hace que la experiencia valga totalmente la pena.",2026-07-13,Jennifer B.,degusta,dg_107761,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'positive', 'ambiente': 'positive'}","{'comida': True, 'servicio': False, 'precio': True, 'ambiente': True}",3.0,$$$ ($25-$35),Americana,"si buscas restaurante ambiente elegante, buena musica comida realmente sorprenda, franks place excelente opcion obarrio. probamos formaggio fundido smoked carpaccio entrada, risotto cremoso filete res chimichurri casa platos fuertes. momento mas memorable postre giardino di cioccolato, esfera chocolate derrite caramelo salado caliente helado vainilla. porciones generosas, cocteles estan bien preparados relacion calidadprecio hace experiencia valga totalmente pena.",franks place,"americana, de autor",spanish,98,609,5.204081632653061,positive,1.0,neutral,0.0,positive,1.0,positive,1.0,True,False,True,True,2,Destacan por la comida
r_8129ad3767,frank s place,Franks Place,"Americana, De Autor",Obarrio,"Calle 53 y Av. Ricardo Arango, edificio Zoom Plaza - Obarrio",Desde $25 hasta $35,4.6,5.0,4.6,4.8,4.7,Excelente atención de nuestra salonera Hermelinda muy atenta sin ser inavaciba los platos que nos recomendó y vino tinto fueron acertados 100 si desea pasar una cena romántica no dude en ir franks Place ambiente,2026-07-11,Heidy C.,degusta,dg_107761,"{'comida': 'neutral', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': True}",3.0,$$$ ($25-$35),Americana,excelente atencion salonera hermelinda atenta ser inavaciba platos recomendo vino tinto acertados 100 si desea pasar cena romantica dude ir franks place ambiente,franks place,"americana, de autor",spanish,35,211,5.057142857142857,neutral,0.0,positive,1.0,neutral,0.0,neutral,0.0,True,True,False,True,2,Destacan por la comida
r_8129ad3767,frank s place,Franks Place,"Americana, De Autor",Obarrio,"Calle 53 y Av. Ricardo Arango, edificio Zoom Plaza - Obarrio",Desde $25 hasta $35,4.6,5.0,4.6,4.8,4.7,Excelente ambiente y atención exclusiva de la señora Hermelinda El lugar es acogedor. Si deseas pasarla bien recomendado al 100 de seguro regresaré. Las comida balanceado los cócteles refrescante nuestra Salonera fue muy atenta muy profesional 100 felicidades a franks Place,2026-07-11,Roberto R.,degusta,dg_107761,"{'comida': 'neutral', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': True}",3.0,$$$ ($25-$35),Americana,excelente ambiente atencion exclusiva senora hermelinda lugar acogedor. si deseas pasarla bien recomendado 100 seguro regresare. comida balanceado cocteles refrescante salonera atenta profesional 100 felicidades franks place,franks place,"americana, de autor",spanish,41,274,5.7073170731707314,neutral,0.0,positive,1.0,neutral,0.0,positive,1.0,True,True,False,True,2,Destacan por la comida
r_7c973309d5,rulfo,Rulfo,Latinoamericana,Marbella,Calle 52 y Ricardo Arias. Hotel Hyatt Regency - Marbella,Desde $25 hasta $35,4.8,5.0,4.8,4.8,4.8,"Hoy desayuné como reina, muy rico y tostados mis patacones con un omelette estuvo más que delicioso y eso que lo compré para llevar",2026-07-15,Reyna N.,degusta,dg_109470,"{'comida': 'neutral', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","{'comida': True, 'servicio': False, 'precio': False, 'ambiente': False}",3.0,$$$ ($25-$35),Latinoamericana,"hoy desayune reina, rico tostados patacones omelette mas delicioso compre llevar",rulfo,latinoamericana,spanish,24,131,4.5,neutral,0.0,neutral,0.0,neutral,0.0,neutral,0.0,True,False,False,False,2,Destacan por la comida
r_7c973309d5,rulfo,Rulfo,Latinoamericana,Marbella,Calle 52 y Ricardo Arias. Hotel Hyatt Regency - Marbella,Desde $25 hasta $35,4.8,5.0,4.8,4.8,4.8,Fui al buffet de Easter pascua está muy bueno. Me encantó la estación de fiambre y charcutería espectacular. La decoración de pascua y los huevitos muy bonita. La paella  está riquísima. Y los ceviches hechos en el momento y tu gusto muy rico.,2026-04-13,Alcibiades V.,degusta,dg_109470,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}","{'comida': True, 'servicio': False, 'precio': False, 'ambiente': True}",3.0,$$$ ($25-$35),Latinoamericana,buffet easter pascua bueno. encanto estacion fiambre charcuteria espectacular. decoracion pascua huevitos bonita. paella riquisima. ceviches hechos momento gusto rico.,rulfo,latinoamericana,spanish,43,243,4.651162790697675,positive,1.0,neutral,0.0,neutral,0.0,positive,1.0,True,False,False,True,2,Destacan por la comida
r_7c973309d5,rulfo,Rulfo,Latinoamericana,Marbella,Calle 52 y Ricardo Arias. Hotel Hyatt Regency - Marbella,Desde $25 hasta $35,4.8,5.0,4.8,4.8,4.8,"Fuimos al brunch de Pascua. Ambiente muy bueno. El buffet variado y de buena calidad. Hacía mucho tiempo que no comía una paella tan bien preparada.. jugosa, los mariscos fresquisimos y excelente sabor. El servicio excelente, meseros y capitanes muy amables y pendientes de los comensales.",2026-04-07,Angelo D.,degusta,dg_109470,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': True}",3.0,$$$ ($25-$35),Latinoamericana,"brunch pascua. ambiente bueno. buffet variado buena calidad. hacia tiempo comia paella tan bien preparada.. jugosa, mariscos fresquisimos excelente sabor. servicio excelente, meseros capitanes amables pendientes comensales.",rulfo,latinoamericana,spanish,46,289,5.304347826086956,positive,1.0,positive,1.0,neutral,0.0,positive,1.0,True,True,False,True,2,Destacan por la comida
r_7c973309d5,rulfo,Rulfo,Latinoamericana,Marbella,Calle 52 y Ricardo Arias. Hotel Hyatt Regency - Marbella,Desde $25 hasta $35,4.8,4.0,4.8,4.8,4.8,"Restaurante con decoración moderna, buen ambiente, comimos la burger week y estuvo bien. El servicio bastante bueno,creo que pudo estar mejor.",2026-04-04,Susana R.,degusta,dg_109470,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}","{'comida': False, 'servicio': True, 'precio': False, 'ambiente': True}",3.0,$$$ ($25-$35),Latinoamericana,"restaurante decoracion moderna, buen ambiente, comimos burger week bien. servicio bastante bueno,creo pudo mejor.",rulfo,latinoamericana,spanish,21,142,5.809523809523809,positive,1.0,positive,1.0,neutral,0.0,positive,1.0,False,True,False,True,2,Destacan por la comida
r_7c973309d5,rulfo,Rulfo,Latinoamericana,Marbella,Calle 52 y Ricardo Arias. Hotel Hyatt Regency - Marbella,Desde $25 hasta $35,4.8,5.0,4.8,4.8,4.8," El martes en la noche pasé a conocer este restaurante, ubicado dentro del hotel Hyatt Regency. Obviamente, para probar su propuesta del Burger Week 𝙇𝘼 𝙈𝙊𝙉𝙏𝙐𝙉𝘼. Esta hamburguesa es tal como se muestra en las fotos promocionales. La carne estaba bien cocida y deliciosa, y los ingredientes se complementan muy bien. De las mejores que he probado. Como es jugosa, ofrecen guantes para agarrarla. De acompañamientos, traen platanitos y camote con ketchup.  De postre, pedí un 𝙁𝙇𝘼𝙉. Tenía dos complementos un manjar y encima un helado que pensé que era de vainilla, pero tenía un sabor distinto y rico que no pude identificar. Lamentablemente, no le pregunté al mesero para que me sacara de dudas.  Excelente servicio de su personal, incluyendo la chica que está en la entrada recibiendo las reservas.  El ambiente tenía música en vivo, con un saxofonista. Lo recomiendo para ir con amigos o en una cita. Espero volver pronto, en especial por el flan.",2026-03-29,JohannesPTY,degusta,dg_109470,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': True}",3.0,$$$ ($25-$35),Latinoamericana,"martes noche pase conocer restaurante, ubicado dentro hotel hyatt regency. obviamente, probar propuesta burger week MONTUNA. hamburguesa tal muestra fotos promocionales. carne bien cocida deliciosa, ingredientes complementan bien. mejores probado. jugosa, ofrecen guantes agarrarla. acompanamientos, traen platanitos camote ketchup. postre, pedi FLAN. tenia dos complementos manjar encima helado pense vainilla, tenia sabor distinto rico pude identificar. lamentablemente, pregunte mesero sacara dudas. excelente servicio personal, incluyendo chica entrada recibiendo reservas. ambiente tenia musica vivo, saxofonista. recomiendo ir amigos cita. espero volver pronto, especial flan.",rulfo,latinoamericana,spanish,158,947,4.974683544303797,positive,1.0,positive,1.0,neutral,0.0,neutral,0.0,True,True,False,True,2,Destacan por la comida
r_c63c3217e6,centrico atypical steakhouse,Céntrico Atypical Steakhouse,"Parrillada, Internacional",Marbella,Calle Margarita de Vallarino y Calle 50 D este - Marbella,Más de $35,4.6,5.0,4.6,4.7,4.6,"Primera visita desde que cambiaron el nombre y fue una agradable sorpresa, mantienen la excelente atención,, la comida exquisita y variada y un plus sin lugar a duda... cómodos estacionamientos!!!",2026-07-17,Margarita D.,degusta,dg_107736,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': True}",4.0,$$$$ (mas de $35),Parrillada,"primera visita cambiaron nombre agradable sorpresa, mantienen excelente atencion,, comida exquisita variada plus lugar duda... comodos estacionamientos!!!",centrico atypical steakhouse,"parrillada, internacional",spanish,30,196,5.566666666666666,positive,1.0,positive,1.0,neutral,0.0,neutral,0.0,True,True,False,True,2,Destacan por la comida
r_c63c3217e6,centrico atypical steakhouse,Céntrico Atypical Steakhouse,"Parrillada, Internacional",Marbella,Calle Margarita de Vallarino y Calle 50 D este - Marbella,Más de $35,4.6,5.0,4.6,4.7,4.6,"Que bueno fue conocer este lugar. Primero el espacio nos encantó, tienen un área pet friendly y la atención es espectacular. Ni hablar de los platos, todos lo que probamos estuvo exquisito, nos encantó el ceviche de Pork Belly y las Costillas Geisha. Tienes que visitar este lugar, el menú es increíble.",2026-07-15,thefoodiedate,degusta,dg_107736,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': True}",4.0,$$$$ (mas de $35),Parrillada,"bueno conocer lugar. primero espacio encanto, area pet friendly atencion espectacular. hablar platos, probamos exquisito, encanto ceviche pork belly costillas geisha. visitar lugar, menu increible.",centrico atypical steakhouse,"parrillada, internacional",spanish,52,303,4.846153846153846,positive,1.0,positive,1.0,neutral,0.0,positive,1.0,True,True,False,True,2,Destacan por la comida
r_c63c3217e6,centrico atypical steakhouse,Céntrico Atypical Steakhouse,"Parrillada, Internacional",Marbella,Calle Margarita de Vallarino y Calle 50 D este - Marbella,Más de $35,4.6,5.0,4.6,4.7,4.6,"Si buscas un restaurante para una ocasión especial o simplemente quieres comer delicioso, Céntrico es una excelente opción en Marbella.  Probamos el Hummus Beef  Grill, los dátiles rellenos, el espectacular Portobello Steak Pimienta y el cremoso risotto de quesos ahumados. Para cerrar, el tiramisú de pistacho y el volcán de chocolate con helado de maracuyá fueron el broche de oro. Un lugar con muy buen ambiente, excelente presentación y platos llenos de sabor",2026-07-13,Jennifer B.,degusta,dg_107736,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}","{'comida': True, 'servicio': False, 'precio': False, 'ambiente': True}",4.0,$$$$ (mas de $35),Parrillada,"si buscas restaurante ocasion especial simplemente quieres comer delicioso, centrico excelente opcion marbella. probamos hummus beef grill, datiles rellenos, espectacular portobello steak pimienta cremoso risotto quesos ahumados. cerrar, tiramisu pistacho volcan chocolate helado maracuya broche oro. lugar buen ambiente, excelente presentacion platos llenos sabor",centrico atypical steakhouse,"parrillada, internacional",spanish,73,463,5.328767123287672,positive,1.0,neutral,0.0,neutral,0.0,positive,1.0,True,False,False,True,2,Destacan por la comida
r_c63c3217e6,centrico atypical steakhouse,Céntrico Atypical Steakhouse,"Parrillada, Internacional",Marbella,Calle Margarita de Vallarino y Calle 50 D este - Marbella,Más de $35,4.6,4.0,4.6,4.7,4.6,"Creo que habiamos regresado desde que le cambiaron el nombre y nos volvimos a sentir como en casa. El ambiente muy bueno, la atencion superior como siempre y la comida excelente. El menu ha cambiado un poco y mantienen algunos platos anteriores como los datile con blue cheese que estaban fabulosos. La sopa de cebolla muy buena. Dentro de los platos nuevos, el Salmon Crunchy de entrada estaba bien pero le faltaba crunch. El meloso de mar con corvina muy bueno, con ese toque citrico delicioso. El rissotto de quesos, espectacular.",2026-07-13,Eduardo D.,degusta,dg_107736,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': True}",4.0,$$$$ (mas de $35),Parrillada,"creo habiamos regresado cambiaron nombre volvimos sentir casa. ambiente bueno, atencion superior siempre comida excelente. menu cambiado mantienen platos anteriores datile blue cheese fabulosos. sopa cebolla buena. dentro platos nuevos, salmon crunchy entrada bien faltaba crunch. meloso mar corvina bueno, toque citrico delicioso. rissotto quesos, espectacular.",centrico atypical steakhouse,"parrillada, internacional",spanish,91,533,4.868131868131868,positive,1.0,neutral,0.0,neutral,0.0,positive,1.0,True,True,False,True,2,Destacan por la comida
r_c63c3217e6,centrico atypical steakhouse,Céntrico Atypical Steakhouse,"Parrillada, Internacional",Marbella,Calle Margarita de Vallarino y Calle 50 D este - Marbella,Más de $35,4.6,5.0,4.6,4.7,4.6,"Todo lo que pedimos estuvo excelente, las empanadas soñadas, el ceviche de por belly deli. Full recomenadado para celebraciones. Muy atentos en el servicio. Vuelvo seguro.",2026-07-07,Mónica L.,degusta,dg_107736,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}","{'comida': False, 'servicio': True, 'precio': False, 'ambiente': False}",4.0,$$$$ (mas de $35),Parrillada,"pedimos excelente, empanadas sonadas, ceviche belly deli. full recomenadado celebraciones. atentos servicio. vuelvo seguro.",centrico atypical steakhouse,"parrillada, internacional",spanish,26,171,5.615384615384615,positive,1.0,positive,1.0,neutral,0.0,neutral,0.0,False,True,False,False,2,Destacan por la comida
r_5aa6b55aef,la strega ristorante bella vista,La Strega Ristorante Bella Vista,"Italiana, Parrillada",Bella Vista,"Calle 50 con Av. Federico Boyd, Casa 1206 - Bella Vista",Desde $25 hasta $35,4.4,5.0,4.4,4.4,4.4,"Muy buena experiencia. El ambiente es agradable y el servicio fue rápido y amable. Probamos el Fettuccine con Ribs, con una carne muy tierna y una salsa deliciosa, y el Frutti di Mare, con mariscos frescos, buena porción y excelente sabor. Ambos platos estuvieron muy bien presentados. Sin duda volvería y lo recomiendo.",2026-07-06,Yuam A.,degusta,dg_101629,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': True}",3.0,$$$ ($25-$35),Italiana,"buena experiencia. ambiente agradable servicio rapido amable. probamos fettuccine ribs, carne tierna salsa deliciosa, frutti di mare, mariscos frescos, buena porcion excelente sabor. ambos platos bien presentados. duda volveria recomiendo.",la strega ristorante bella vista,"italiana, parrillada",spanish,53,320,5.056603773584905,positive,1.0,positive,1.0,neutral,0.0,positive,1.0,True,True,False,True,2,Destacan por la comida
