restaurant_id,restaurant_name,category,location,price_range,overall_rating,food_rating,service_rating,ambiance_rating,review_text,review_date,reviewer_name,source,aspect_sentiments,review_text_normalized,restaurant_name_normalized,category_normalized,review_language,word_count,char_count,avg_word_length
107203,Sugoi Costa Verde,General,Panamá,,,,,,"Todo muy limpio, el ambiente súper agradable y relajante. El personal muy atento y los platos estaban exquisitos. Sin duda, lo recomendaría!",2026-06-08,Astrid R.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}","limpio, ambiente super agradable relajante. personal atento platos exquisitos. duda, recomendaria!",sugoi costa verde,general,spanish,22,140,5.409090909090909
107203,Sugoi Costa Verde,General,Panamá,,,,,,"Visitamos Sugoi Costa Verde y, como siempre, la experiencia fue excelente. La comida estuvo muy buena, pero lo que realmente destacó fue la atención. María nos atendió de manera excepcional muy amable, atenta y siempre con una sonrisa. Además, tuvo un trato muy especial con mis hijos, haciéndolos sentir cómodos y bienvenidos en todo momento. Definitivamente, el excelente servicio de personas como María hace que queramos regresar. ¡Muchas gracias por hacer de nuestra visita una experiencia tan agradable!",2026-06-07,Meyvis N.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'positive', 'ambiente': 'neutral'}","visitamos sugoi costa verde y, siempre, experiencia excelente. comida buena, realmente destaco atencion. maria atendio manera excepcional amable, atenta siempre sonrisa. ademas, trato especial hijos, haciendolos sentir comodos bienvenidos momento. definitivamente, excelente servicio personas maria hace queramos regresar. ¡muchas gracias hacer visita experiencia tan agradable!",sugoi costa verde,general,spanish,78,508,5.5256410256410255
107203,Sugoi Costa Verde,General,Panamá,,,,,,"Excelente servicio de Nubia, dedicado y profesional. Fuimos con nuestro perrito y nos ofrecieron galletas para él y agua. La comida igual estuvo riquisima.",2026-06-07,Reina R.,degusta,"{'comida': 'neutral', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}","excelente servicio nubia, dedicado profesional. perrito ofrecieron galletas agua. comida igual riquisima.",sugoi costa verde,general,spanish,24,155,5.5
107203,Sugoi Costa Verde,General,Panamá,,,,,,"muy buena la atencion de la Sra Michelle, en general todo muy bien! Recomendado! se pasa un momento ameno enfamilia",2026-06-07,Alexander M.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}","buena atencion sra michelle, general bien! recomendado! pasa momento ameno enfamilia",sugoi costa verde,general,spanish,20,115,4.8
109561,Nisos Aegean Grill,General,Panamá,,4.9165,,,,Excelente alternativa de comida griega en Costa del Este. probé las costillas y los langostinos y estuvieron espectaculares. Las empanadas de queso feta con miel fueron un buen inicio como entrada y el yogur griego con nueces y miel permitieron un cierre con broche de oro. En verdad la comida estuvo muy buena. Este será un nuevo restaurante al que regresaré con cierta frecuencia.,2026-06-08,Raúl B.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'positive', 'ambiente': 'neutral'}",excelente alternativa comida griega costa este. probe costillas langostinos espectaculares. empanadas queso feta miel buen inicio entrada yogur griego nueces miel permitieron cierre broche oro. verdad comida buena. sera nuevo restaurante regresare cierta frecuencia.,nisos aegean grill,general,spanish,64,382,4.984375
109561,Nisos Aegean Grill,General,Panamá,,4.9165,,,,"Definitivamente ya sé por qué tienen una calificación de 4.9 en Degusta. Como amante de los sabores y aromas mediterráneos, creo que encontré mi lugar favorito en la ciudad. ¿Qué les puedo decir? Para mí, es de lo mejor que he probado. La propuesta destaca por una comida impecable, fresca y bien elaborada. Logran un equilibrio perfecto en mesa con platos cremosos, contrastes crujientes, el uso respetuoso de las especias y carnes sumamente jugosas en su punto óptimo. Lo más valioso de su cocina es que esos aromas y sabores me hicieron recordar inmediatamente mi niñez en casa de la griega María, la amiga de mi mamá, cuando íbamos a su casa a comer. Es alta cocina con el alma de la cocina casera tradicional. La atención está al nivel que esperaba el joven que nos atendió demostró un gran manejo de la carta, estuvo siempre dispuesto a explicar, sugerir y, sobre todo, pendiente de nuestra mesa con una sincronización impecable. El local es muy cómodo, acogedor y destaca por su limpieza absoluta. El único punto de mejora logística propio de la zona son los estacionamientos, que se perciben un poco reducidos en horas pico, pero la experiencia gastronómica compensa por completo este detalle. Un lugar de visita obligatoria para los que buscan consistencia y frescura. Definitivamente tengo que regresar.",2026-06-08,Pascual F.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}","definitivamente calificacion 4.9 degusta. amante sabores aromas mediterraneos, creo encontre lugar favorito ciudad. ¿que puedo decir? mi, mejor probado. propuesta destaca comida impecable, fresca bien elaborada. logran equilibrio perfecto mesa platos cremosos, contrastes crujientes, uso respetuoso especias carnes sumamente jugosas punto optimo. mas valioso cocina aromas sabores hicieron recordar inmediatamente ninez casa griega maria, amiga mama, ibamos casa comer. alta cocina alma cocina casera tradicional. atencion nivel esperaba joven atendio demostro gran manejo carta, siempre dispuesto explicar, sugerir y, todo, pendiente mesa sincronizacion impecable. local comodo, acogedor destaca limpieza absoluta. unico punto mejora logistica propio zona estacionamientos, perciben reducidos horas pico, experiencia gastronomica compensa completo detalle. lugar visita obligatoria buscan consistencia frescura. definitivamente regresar.",nisos aegean grill,general,spanish,220,1313,4.972727272727273
109561,Nisos Aegean Grill,General,Panamá,,4.9165,,,,la comida muy sabrosa y bien servida. los meseros son muy educados y atentos y flexibles a acomodar ciertos cambios en algunos platos.,2026-06-07,R S.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}",comida sabrosa bien servida. meseros educados atentos flexibles acomodar ciertos cambios platos.,nisos aegean grill,general,spanish,23,134,4.869565217391305
109561,Nisos Aegean Grill,General,Panamá,,4.9165,,,,Eramos 4 personas y pedimos varios platos para compartir. El pulpo y los langostinos al carbon estaban deliciosos. También pedimos las empanaditas de feta con miel muy buenas. Adicionalmente pedimos la ensalada de garbanzo y unas bolitas de carne con satziki. Recomendado,2026-05-30,Melissa D.,degusta,"{'comida': 'neutral', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}",eramos 4 personas pedimos varios platos compartir. pulpo langostinos carbon deliciosos. tambien pedimos empanaditas feta miel buenas. adicionalmente pedimos ensalada garbanzo unas bolitas carne satziki. recomendado,nisos aegean grill,general,spanish,42,271,5.476190476190476
109561,Nisos Aegean Grill,General,Panamá,,4.9165,,,,"buena comida y abundante, con un plato principal pueden comer hasta 2 personas. las empanadas con queso feta bañadas con miel estaban muy ricas.",2026-05-24,Vanessa F.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","buena comida abundante, plato principal pueden comer 2 personas. empanadas queso feta banadas miel ricas.",nisos aegean grill,general,spanish,24,144,5.041666666666667
109141,Umi The Bar,General,Panamá,,4.986,,,,"Umi demuestra siempre cada vez por que es el mejor rest de sushi en panama desde los ingredientes y sabores todos apuntan a alta calidad, en sushi numero 1 en panaam, la torta vasca sumamente recomendada",2026-06-13,A J.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","umi demuestra siempre cada vez mejor rest sushi panama ingredientes sabores apuntan alta calidad, sushi numero 1 panaam, torta vasca sumamente recomendada",umi the bar,general,spanish,36,203,4.666666666666667
109141,Umi The Bar,General,Panamá,,4.986,,,,"Es una verdadera delicia, volvería sin dudarlo. los cortes divinos. La comida estaba tan rica que no tomé fotos, de una tenía que probar lo que nos traían.",2026-06-11,Anabella R.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","verdadera delicia, volveria dudarlo. cortes divinos. comida tan rica tome fotos, tenia probar traian.",umi the bar,general,spanish,28,155,4.571428571428571
109141,Umi The Bar,General,Panamá,,4.986,,,,Se ha convertido en mi restaurante favorito  amo cada ítem de su menú! sobre todo su hand roll de hamachi. vale la pena para cualquier ocasión! la experiencia en barra es la mejor.,2026-06-10,Ali W.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}",convertido restaurante favorito amo cada item menu! hand roll hamachi. vale pena cualquier ocasion! experiencia barra mejor.,umi the bar,general,spanish,33,180,4.454545454545454
109141,Umi The Bar,General,Panamá,,4.986,,,,"Sin duda, el mejor sushi bar de Panamá. La calidad de los cortes está a un nivel superior a cualquier otra propuesta que haya probado en el país el pescado es increíblemente fresco, la textura es impecable y cada pieza refleja una atención excepcional al detalle. Fácilmente se ha posicionado como uno de mis restaurantes favoritos. Más allá de los clásicos, recomiendo probar la mayor cantidad de opciones posibles del menú, ya que cada plato tiene una personalidad propia y sabores distintivos que sorprenden. Es de esos lugares donde cada visita se convierte en una nueva experiencia gastronómica. Si eres amante del sushi y la cocina japonesa de calidad, este lugar es una visita obligada.",2026-06-01,Mariah B.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}","duda, mejor sushi bar panama. calidad cortes nivel superior cualquier propuesta probado pais pescado increiblemente fresco, textura impecable cada pieza refleja atencion excepcional detalle. facilmente posicionado restaurantes favoritos. mas alla clasicos, recomiendo probar mayor cantidad opciones posibles menu, cada plato personalidad propia sabores distintivos sorprenden. lugares cada visita convierte nueva experiencia gastronomica. si amante sushi cocina japonesa calidad, lugar visita obligada.",umi the bar,general,spanish,115,693,5.034782608695652
109141,Umi The Bar,General,Panamá,,4.986,,,,"Mi sushi bar favorito en Panamá, el nivel de calidad en el pescado es algo que no he encontrado en ningun otro sitio. siento que algun dia este sitio puede tener la primera estrella michelin en Panamá. comida 1010, servicio 1010, cocktails 1010 y diferentes! para una ocasion especial este sitio vale la pena",2026-05-24,Claudia P.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","sushi bar favorito panama, nivel calidad pescado encontrado ningun sitio. siento algun dia sitio puede tener primera estrella michelin panama. comida 1010, servicio 1010, cocktails 1010 diferentes! ocasion especial sitio vale pena",umi the bar,general,spanish,54,308,4.722222222222222
109858,Primavera Rooftop,General,Panamá,,4.982,,,,"Si buscas un lugar con linda vista para el sunset, este es el lugar. Todos sus platos están exquisitos. Tambien es excelente lugar para ir por tragos con amigas y fumar hooka. Mi entrada favorita conchas a la parmesana Plato fuerte recomendado entraña prime!!! y no se vayan sin probar la tarta vasca porfavorrrrr",2026-06-10,Luz D.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}","si buscas lugar linda vista sunset, lugar. platos estan exquisitos. tambien excelente lugar ir tragos amigas fumar hooka. entrada favorita conchas parmesana plato fuerte recomendado entrana prime!!! vayan probar tarta vasca porfavorrrrr",primavera rooftop,general,spanish,54,313,4.814814814814815
109858,Primavera Rooftop,General,Panamá,,4.982,,,,"El restaurante tiene una vista preciosa y un ambiente y decoración 1010. En cuanto a la comida pedimos para compartir y todo estaba riquísimo recomiendo los nigiris, el butter crab roll y los tacos ribeye y de tomar el carajillo estaba en su punto!",2026-06-09,Dani C.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","restaurante vista preciosa ambiente decoracion 1010. cuanto comida pedimos compartir riquisimo recomiendo nigiris, butter crab roll tacos ribeye tomar carajillo punto!",primavera rooftop,general,spanish,44,248,4.659090909090909
109858,Primavera Rooftop,General,Panamá,,4.982,,,,"Excelente servicio, ambiente divino me encantó todo! Sobre todo los drinks. Para venir con amigas o amigos comes delicioso! Súper recomendado",2026-06-09,Dominic R.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}","excelente servicio, ambiente divino encanto todo! drinks. venir amigas amigos comes delicioso! super recomendado",primavera rooftop,general,spanish,21,141,5.761904761904762
109858,Primavera Rooftop,General,Panamá,,4.982,,,,"Que lugar TAN increíble! El ambiente, la decoración, el servicio pero sobre todo la comida! no pueden irse sin pedir las conchas, los dumplings y por supuesto que la tarta vasca de lotus. Ame todo!!!",2026-06-09,Madelaine H.,degusta,"{'comida': 'neutral', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}","lugar tan increible! ambiente, decoracion, servicio comida! pueden irse pedir conchas, dumplings supuesto tarta vasca lotus. ame todo!!!",primavera rooftop,general,spanish,35,199,4.714285714285714
109858,Primavera Rooftop,General,Panamá,,4.982,,,,"Empezando por la vista apenas llegas, el lugar es precioso. La atención es un 1010 desde que entras te reciben con una sonrisa y todo el personal te saluda y te da la bienvenida, lo que hace que la experiencia sea muy agradable desde el primer momento. La joven que nos atendió nos dio excelentes recomendaciones. Probamos el Hamachi del Trópico como entrada y fue un 1000010, simplemente espectacular. Como plato fuerte, pedí el lomo saltado y mi amiga una pesca  miso. ¡Uf, deliciosos ambos! Se nota la calidad de los ingredientes y el cuidado en cada preparación. Y para completar la experiencia, la música estuvo excelente una selección muy bien pensada que complementa perfectamente el ambiente. Mega recomendado. Sin duda volvería. ",2026-06-09,Yomalis P.,degusta,"{'comida': 'neutral', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}","empezando vista apenas llegas, lugar precioso. atencion 1010 entras reciben sonrisa personal saluda da bienvenida, hace experiencia agradable primer momento. joven atendio dio excelentes recomendaciones. probamos hamachi tropico entrada 1000010, simplemente espectacular. plato fuerte, pedi lomo saltado amiga pesca miso. ¡uf, deliciosos ambos! nota calidad ingredientes cuidado cada preparacion. completar experiencia, musica excelente seleccion bien pensada complementa perfectamente ambiente. mega recomendado. duda volveria.",primavera rooftop,general,spanish,122,738,5.040983606557377
109704,Bella Mia Ristorante,General,Panamá,,4.962,,,,"Esta es mi tercera vez y siempre salgo complacida, perfección en servicio, comida, y la sangría blanca a otro nivel. La dinámica familiar es interesante, madre, hija y el Chef, estamos encantados con el lugar.",2026-06-13,Degustando M.,degusta,"{'comida': 'neutral', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","tercera vez siempre salgo complacida, perfeccion servicio, comida, sangria blanca nivel. dinamica familiar interesante, madre, hija chef, encantados lugar.",bella mia ristorante,general,spanish,35,209,5.0
109704,Bella Mia Ristorante,General,Panamá,,4.962,,,,"Fui a almorzar con 2 amigos. Pedimos de entrada el Carpaccio de Res que estuv9 maravilloso y la burrata tambien deliciosa ambos platos bien presentados y deliciosos. Platos fuerte decidí probar el Osobuco que venia una pocion de pasta con la salsa del Osobuco. Nunca lo había pribado y me encabtó. La salsa perfecra ni muy espesa ni muy suelta. El osobuzo tan suave que se deshacía. Mi amiga pidio Pasta con salsa de Vodka y mi amigo Pasra con langontinos. Amos quedaron gatamente impresionados. De postre comimos un flan, riquisimo.Se come delicioso,las porciones son geberosas, la atención buenisima y el tiempo de espera es mínimo.",2026-06-12,GIOVA62,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","almorzar 2 amigos. pedimos entrada carpaccio res estuv9 maravilloso burrata tambien deliciosa ambos platos bien presentados deliciosos. platos fuerte decidi probar osobuco venia pocion pasta salsa osobuco. nunca habia pribado encabto. salsa perfecra espesa suelta. osobuzo tan suave deshacia. amiga pidio pasta salsa vodka amigo pasra langontinos. amos quedaron gatamente impresionados. postre comimos flan, riquisimo.se come delicioso,las porciones geberosas, atencion buenisima tiempo espera minimo.",bella mia ristorante,general,spanish,106,634,4.990566037735849
109704,Bella Mia Ristorante,General,Panamá,,4.962,,,,Sopa de Lentejas bueno Almejas muy bueno Osobuco con tagliatele muy bueno Lava cake muy bueno La atención muy buena,2026-06-12,Juan F. P.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}",sopa lentejas bueno almejas bueno osobuco tagliatele bueno lava cake bueno atencion buena,bella mia ristorante,general,spanish,20,115,4.8
109704,Bella Mia Ristorante,General,Panamá,,4.962,,,,Restaurante con sabor casero con muy buena relación calidadprecio. La bruschetta es hecha con un pan artesanal estupendo y con ingredientes muy frescos .No es lo más importante del menú pero si un indicio de lo que vendría. Los ravioli rellenos de ossobuco no decepcionaron. No se pierdan el volcán de chocolate de postre.,2026-06-07,Juan J.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'positive', 'ambiente': 'neutral'}",restaurante sabor casero buena relacion calidadprecio. bruschetta hecha pan artesanal estupendo ingredientes frescos .no mas importante menu si indicio vendria. ravioli rellenos ossobuco decepcionaron. pierdan volcan chocolate postre.,bella mia ristorante,general,spanish,54,322,4.981481481481482
109704,Bella Mia Ristorante,General,Panamá,,4.962,,,,Un lugar sencillo no muy grande pero bien acogedor. Su especialidad es la pasta preparada al momento en la casa. El servicio es muy agradable y dispuesto con el conocimiento necesario. Adicional a todo los precios se corresponden con lo que recibes. Si eres un fan de la pasta debe ir.,2026-06-01,arcetunon,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}",lugar sencillo grande bien acogedor. especialidad pasta preparada momento casa. servicio agradable dispuesto conocimiento necesario. adicional precios corresponden recibes. si fan pasta debe ir.,bella mia ristorante,general,spanish,51,285,4.607843137254902
101309,Sugoi San Francisco,General,Panamá,,4.85,,,,"Un lugar con una carta variada de comida japonesa y buena atención. Si eres amante de los rollitos, aquí tienen amplia variedad. El servicio es rápido así que si cuentan con poco tiempo esta es una buena opción.",2026-06-13,Alejandra R.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'positive', 'ambiente': 'positive'}","lugar carta variada comida japonesa buena atencion. si amante rollitos, aqui amplia variedad. servicio rapido asi si cuentan tiempo buena opcion.",sugoi san francisco,general,spanish,38,211,4.578947368421052
101309,Sugoi San Francisco,General,Panamá,,4.85,,,,"No ponen platos ni servilletas, hay pedirlos, de resto la comida el ambiente y el servicio todo bien bien bien",2026-06-12,Roberto M.,degusta,"{'comida': 'neutral', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","ponen platos servilletas, pedirlos, resto comida ambiente servicio bien bien bien",sugoi san francisco,general,spanish,20,110,4.55
101309,Sugoi San Francisco,General,Panamá,,4.85,,,,"Rico momento en este lugar, compañeros de trabajo algo de parking, sangria en promo super buen sabor la de frutos rojos, rica comida , las gyosas estan brutales.",2026-06-11,Augusto L.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}","rico momento lugar, companeros trabajo parking, sangria promo super buen sabor frutos rojos, rica comida , gyosas estan brutales.",sugoi san francisco,general,spanish,28,161,4.785714285714286
101309,Sugoi San Francisco,General,Panamá,,4.85,,,,excelente servicio Juan David nos atendió super bien y la comida deliciosa toda la comida riquísima lo que más me gustó fueron las croquetas con su salsa tártara ufff delicioso sin duda,2026-06-10,Yaileth O.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}",excelente servicio juan david atendio super bien comida deliciosa toda comida riquisima mas gusto croquetas salsa tartara ufff delicioso duda,sugoi san francisco,general,spanish,32,185,4.8125
101309,Sugoi San Francisco,General,Panamá,,4.85,,,,"Muy bueno, me gustó el barco mundialista. Lo recomiendo. San Francisco muy buena la atención brindada. Volvería sin pensarlos. excelente.",2026-06-09,Jelenis C.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","bueno, gusto barco mundialista. recomiendo. san francisco buena atencion brindada. volveria pensarlos. excelente.",sugoi san francisco,general,spanish,20,137,5.9
100096,Sugoi El Cangrejo,General,Panamá,,,,,,"Pedí un toriniku y una cosa cola zero Buen ambiente, buena atención y comida. Lo único es que el martes en la noche esperé media hora la comida",2026-06-11,Angie D.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}","pedi toriniku cosa cola zero buen ambiente, buena atencion comida. unico martes noche espere media hora comida",sugoi el cangrejo,general,spanish,28,143,4.142857142857143
100096,Sugoi El Cangrejo,General,Panamá,,,,,,"Buena comida relación calidad precio. Nos atendio Jefry, el pelao bien atento. El lugar es bien agradable y en la terraza de fuera es pet friendly.",2026-06-07,Mario A.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'positive', 'ambiente': 'positive'}","buena comida relacion calidad precio. atendio jefry, pelao bien atento. lugar bien agradable terraza pet friendly.",sugoi el cangrejo,general,spanish,26,147,4.6923076923076925
100096,Sugoi El Cangrejo,General,Panamá,,,,,,"deliciosos rolls, atención excelente por yajaira y muy buenas bebidas, el sugoi roll y la margarita de maracuya increíble, muy bonita sucursal.",2026-06-06,Ivana Raquel S.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","deliciosos rolls, atencion excelente yajaira buenas bebidas, sugoi roll margarita maracuya increible, bonita sucursal.",sugoi el cangrejo,general,spanish,22,143,5.545454545454546
100096,Sugoi El Cangrejo,General,Panamá,,,,,,"La comida muy rica, deliciosas y fresca, y buena atención por parte de Angela. La pasamos super bien. Recomendados 1010",2026-06-01,Carolyn T.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","comida rica, deliciosas fresca, buena atencion parte angela. pasamos super bien. recomendados 1010",sugoi el cangrejo,general,spanish,20,119,5.0
100096,Sugoi El Cangrejo,General,Panamá,,,,,,"Muy bien!! jeff nos atendió súper bien !! los mejores sushi en Panamá !!! el canalero y el Sugoi súper buenos , los recomiendo",2026-06-01,Ibeth S.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","bien!! jeff atendio super bien !! mejores sushi panama !!! canalero sugoi super buenos , recomiendo",sugoi el cangrejo,general,spanish,24,126,4.291666666666667
102927,Sugoi Brisas del Golf,General,Panamá,,,,,,Siempre excelente servicio y comida. Buen ambiente laboral se nota que se esmeran en que disfrutes el momento. Nunca decepcionado.,2026-06-14,Juan L.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}",siempre excelente servicio comida. buen ambiente laboral nota esmeran disfrutes momento. nunca decepcionado.,sugoi brisas del golf,general,spanish,20,130,5.55
