restaurant_id,restaurant_name,category,location,price_range,overall_rating,food_rating,service_rating,ambiance_rating,review_text,review_date,reviewer_name,source
107203,Sugoi (Costa Verde),General,Panamá,,,,,,"Todo muy limpio, el ambiente súper agradable y relajante.
El personal muy atento y los platos estaban exquisitos. Sin duda, lo recomendaría!",2026-06-08,Astrid R.,degusta
107203,Sugoi (Costa Verde),General,Panamá,,,,,,"Visitamos Sugoi Costa Verde y, como siempre, la experiencia fue excelente. La comida estuvo muy buena, pero lo que realmente destacó fue la atención. María nos atendió de manera excepcional: muy amable, atenta y siempre con una sonrisa. Además, tuvo un trato muy especial con mis hijos, haciéndolos sentir cómodos y bienvenidos en todo momento.
Definitivamente, el excelente servicio de personas como María hace que queramos regresar. ¡Muchas gracias por hacer de nuestra visita una experiencia tan agradable!",2026-06-07,Meyvis N.,degusta
107203,Sugoi (Costa Verde),General,Panamá,,,,,,"Excelente servicio de Nubia, dedicado y profesional. Fuimos con nuestro perrito y nos ofrecieron galletas para él y agua. La comida igual estuvo riquisima.",2026-06-07,Reina R.,degusta
107203,Sugoi (Costa Verde),General,Panamá,,,,,,"muy buena la atencion de la Sra Michelle, en general todo muy bien! Recomendado!  se pasa un momento ameno enfamilia",2026-06-07,Alexander M.,degusta
109561,Nisos Aegean Grill,General,Panamá,,4.9165,,,,Excelente alternativa de comida griega en Costa del Este. probé las costillas y los langostinos y estuvieron espectaculares. Las empanadas de queso feta con miel fueron un buen inicio como entrada y el yogur griego con nueces y miel permitieron un cierre con broche de oro. En verdad la comida estuvo muy buena. Este será un nuevo restaurante al que regresaré con cierta frecuencia.,2026-06-08,Raúl B.,degusta
109561,Nisos Aegean Grill,General,Panamá,,4.9165,,,,"Definitivamente ya sé por qué tienen una calificación de 4.9 en Degusta. Como amante de los sabores y aromas mediterráneos, creo que encontré mi lugar favorito en la ciudad.
 ¿Qué les puedo decir? Para mí, es de lo mejor que he probado. La propuesta destaca por una comida impecable, fresca y bien elaborada. Logran un equilibrio perfecto en mesa con platos cremosos, contrastes crujientes, el uso respetuoso de las especias y carnes sumamente jugosas en su punto óptimo. Lo más valioso de su cocina es que esos aromas y sabores me hicieron recordar inmediatamente mi niñez en casa de la griega María, la amiga de mi mamá, cuando íbamos a su casa a comer. Es alta cocina con el alma de la cocina casera tradicional.
 La atención está al nivel que esperaba; el joven que nos atendió demostró un gran manejo de la carta, estuvo siempre dispuesto a explicar, sugerir y, sobre todo, pendiente de nuestra mesa con una sincronización impecable.
 El local es muy cómodo, acogedor y destaca por su limpieza absoluta. El único punto de mejora logística —propio de la zona— son los estacionamientos, que se perciben un poco reducidos en horas pico, pero la experiencia gastronómica compensa por completo este detalle.
Un lugar de visita obligatoria para los que buscan consistencia y frescura. Definitivamente tengo que regresar.",2026-06-08,Pascual F.,degusta
109561,Nisos Aegean Grill,General,Panamá,,4.9165,,,,"la comida muy sabrosa y bien servida. 
los meseros son muy educados y atentos y flexibles a acomodar ciertos cambios en algunos platos.",2026-06-07,R S.,degusta
109561,Nisos Aegean Grill,General,Panamá,,4.9165,,,,Eramos 4 personas y pedimos varios platos para compartir. El pulpo y los langostinos al carbon estaban deliciosos. También pedimos las empanaditas de feta con miel muy buenas. Adicionalmente pedimos la ensalada de garbanzo y unas bolitas de carne con satziki. Recomendado,2026-05-30,Melissa D.,degusta
109561,Nisos Aegean Grill,General,Panamá,,4.9165,,,,"buena comida y abundante, con un plato principal pueden comer hasta 2 personas. las empanadas con queso feta bañadas con miel estaban muy ricas.",2026-05-24,Vanessa F.,degusta
109141,Umi The Bar,General,Panamá,,4.986,,,,"Umi demuestra siempre cada vez por que es el mejor rest de sushi en panama desde los ingredientes y sabores todos apuntan a alta calidad, en sushi numero 1 en panaam, la torta vasca sumamente recomendada",2026-06-13,A J.,degusta
109141,Umi The Bar,General,Panamá,,4.986,,,,"Es una verdadera delicia, volvería sin dudarlo. los cortes divinos. La comida estaba tan rica que no tomé fotos, de una tenía que probar lo que nos traían.",2026-06-11,Anabella R.,degusta
109141,Umi The Bar,General,Panamá,,4.986,,,,Se ha convertido en mi restaurante favorito ❤️ amo cada ítem de su menú! sobre todo su hand roll de hamachi. vale la pena para cualquier ocasión! la experiencia en barra es la mejor.,2026-06-10,Ali W.,degusta
109141,Umi The Bar,General,Panamá,,4.986,,,,"Sin duda, el mejor sushi bar de Panamá. La calidad de los cortes está a un nivel superior a cualquier otra propuesta que haya probado en el país: el pescado es increíblemente fresco, la textura es impecable y cada pieza refleja una atención excepcional al detalle.

Fácilmente se ha posicionado como uno de mis restaurantes favoritos. Más allá de los clásicos, recomiendo probar la mayor cantidad de opciones posibles del menú, ya que cada plato tiene una personalidad propia y sabores distintivos que sorprenden. Es de esos lugares donde cada visita se convierte en una nueva experiencia gastronómica.

Si eres amante del sushi y la cocina japonesa de calidad, este lugar es una visita obligada.",2026-06-01,Mariah B.,degusta
109141,Umi The Bar,General,Panamá,,4.986,,,,"Mi sushi bar favorito en Panamá, el nivel de calidad en el pescado es algo que no he encontrado en ningun otro sitio. siento que algun dia este sitio puede tener la primera estrella michelin en Panamá. comida 10/10, servicio 10/10, cocktails 10/10 y diferentes!
para una ocasion especial este sitio vale la pena",2026-05-24,Claudia P.,degusta
109858,Primavera Rooftop,General,Panamá,,4.982,,,,"Si buscas un lugar con linda vista para el sunset, este es el lugar. Todos sus platos están exquisitos. Tambien es excelente lugar para ir por tragos con amigas y fumar hooka. Mi entrada favorita: conchas a la parmesana😍 Plato fuerte recomendado: entraña prime!!! y no se vayan sin probar la tarta vasca porfavorrrrr",2026-06-10,Luz D.,degusta
109858,Primavera Rooftop,General,Panamá,,4.982,,,,"El restaurante tiene una vista preciosa y un ambiente y decoración 10/10. En cuanto a la comida pedimos para compartir y todo estaba riquísimo recomiendo los nigiris, el butter crab roll y los tacos ribeye y de tomar el carajillo estaba en su punto!",2026-06-09,Dani C.,degusta
109858,Primavera Rooftop,General,Panamá,,4.982,,,,"Excelente servicio, ambiente divino me encantó todo! Sobre todo los drinks. Para venir con amigas o amigos comes delicioso! Súper recomendado",2026-06-09,Dominic R.,degusta
109858,Primavera Rooftop,General,Panamá,,4.982,,,,"Que lugar TAN increíble! El ambiente, la decoración, el servicio pero sobre todo la comida! no pueden irse sin pedir las conchas, los dumplings y por supuesto que la tarta vasca de lotus. Ame todo!!!",2026-06-09,Madelaine H.,degusta
109858,Primavera Rooftop,General,Panamá,,4.982,,,,"Empezando por la vista: apenas llegas, el lugar es precioso. La atención es un 10/10; desde que entras te reciben con una sonrisa y todo el personal te saluda y te da la bienvenida, lo que hace que la experiencia sea muy agradable desde el primer momento.

La joven que nos atendió nos dio excelentes recomendaciones. Probamos el Hamachi del Trópico como entrada y fue un 10000/10, simplemente espectacular.

Como plato fuerte, pedí el lomo saltado y mi amiga una pesca + miso. ¡Uf, deliciosos ambos! Se nota la calidad de los ingredientes y el cuidado en cada preparación.

Y para completar la experiencia, la música estuvo excelente; una selección muy bien pensada que complementa perfectamente el ambiente.

Mega recomendado. Sin duda volvería. ✨🍽️🌊",2026-06-09,Yomalis P.,degusta
109704,Bella Mia Ristorante,General,Panamá,,4.962,,,,"Esta es mi tercera vez y siempre salgo complacida, perfección en servicio, comida, y la sangría blanca a otro nivel. La dinámica familiar es interesante, madre, hija y el Chef, estamos encantados con el lugar.",2026-06-13,Degustando M.,degusta
109704,Bella Mia Ristorante,General,Panamá,,4.962,,,,"Fui a almorzar con 2 amigos. Pedimos de entrada el Carpaccio de Res que estuv9 maravilloso y la burrata tambien deliciosa ambos platos bien presentados y deliciosos.
Platos fuerte decidí probar el Osobuco que venia una pocion de pasta con la salsa del Osobuco. Nunca lo había pribado y me encabtó. La salsa perfecra ni muy espesa ni muy suelta. El osobuzo tan suave que se deshacía. Mi amiga pidio Pasta con salsa de Vodka y mi amigo Pasra con langontinos. Amos quedaron gatamente impresionados.  De postre comimos un flan, riquisimo.Se come delicioso,las porciones son geberosas, la atención buenisima y el tiempo de espera es mínimo.",2026-06-12,GIOVA62,degusta
109704,Bella Mia Ristorante,General,Panamá,,4.962,,,,"Sopa de Lentejas bueno
Almejas muy bueno
Osobuco con tagliatele muy bueno
Lava cake muy bueno
La atención muy buena",2026-06-12,Juan F. P.,degusta
109704,Bella Mia Ristorante,General,Panamá,,4.962,,,,Restaurante con sabor casero con muy buena relación calidad-precio. La bruschetta es hecha con un pan artesanal estupendo y con ingredientes muy frescos .No es lo más importante del menú pero si un indicio de lo que vendría. Los ravioli rellenos de ossobuco no decepcionaron.  No se pierdan el volcán de chocolate de postre.,2026-06-07,Juan J.,degusta
109704,Bella Mia Ristorante,General,Panamá,,4.962,,,,Un lugar sencillo no muy grande pero bien acogedor. Su especialidad es la pasta preparada al momento en la casa. El servicio es muy agradable y dispuesto con el conocimiento necesario. Adicional a todo los precios se corresponden con lo que recibes. Si eres un fan de la pasta debe ir.,2026-06-01,arcetunon,degusta
101309,Sugoi (San Francisco),General,Panamá,,4.85,,,,"Un lugar con una carta variada de comida japonesa y buena atención. Si eres amante de los rollitos, aquí tienen amplia variedad. El servicio es rápido así que si cuentan con poco tiempo esta es una buena opción.",2026-06-13,Alejandra R.,degusta
101309,Sugoi (San Francisco),General,Panamá,,4.85,,,,"No ponen platos ni servilletas, hay pedirlos, de resto la comida el ambiente y el servicio todo bien bien bien",2026-06-12,Roberto M.,degusta
101309,Sugoi (San Francisco),General,Panamá,,4.85,,,,"Rico momento en este lugar, compañeros de trabajo algo de parking, sangria en promo super buen sabor la de frutos rojos, rica comida , las gyosas estan brutales.",2026-06-11,Augusto L.,degusta
101309,Sugoi (San Francisco),General,Panamá,,4.85,,,,excelente servicio Juan David nos atendió super bien y la comida deliciosa toda la comida riquísima lo que más me gustó fueron las croquetas con su salsa tártara ufff delicioso sin duda,2026-06-10,Yaileth O.,degusta
101309,Sugoi (San Francisco),General,Panamá,,4.85,,,,"Muy bueno, me gustó el barco mundialista. Lo recomiendo. San Francisco muy buena la atención brindada. Volvería sin pensarlos. excelente.",2026-06-09,Jelenis C.,degusta
100096,Sugoi (El Cangrejo),General,Panamá,,,,,,"Pedí un toriniku y una cosa cola zero

Buen ambiente,  buena atención y comida. Lo único es que el martes en la noche esperé media hora la comida",2026-06-11,Angie D.,degusta
100096,Sugoi (El Cangrejo),General,Panamá,,,,,,"Buena comida relación calidad precio. Nos atendio Jefry, el pelao bien atento. El lugar es bien agradable y en la terraza de fuera es pet friendly.",2026-06-07,Mario A.,degusta
100096,Sugoi (El Cangrejo),General,Panamá,,,,,,"deliciosos rolls, atención excelente por yajaira y muy buenas bebidas, el sugoi roll y la margarita de maracuya increíble, muy bonita sucursal.",2026-06-06,Ivana Raquel S.,degusta
100096,Sugoi (El Cangrejo),General,Panamá,,,,,,"La comida muy rica, deliciosas y fresca, y buena atención por parte de Angela. La pasamos super bien. Recomendados 10/10",2026-06-01,Carolyn T.,degusta
100096,Sugoi (El Cangrejo),General,Panamá,,,,,,"Muy bien!! jeff nos atendió súper bien !! los mejores sushi en Panamá !!! el canalero y el Sugoi súper buenos , los recomiendo",2026-06-01,Ibeth S.,degusta
102927,Sugoi (Brisas del Golf),General,Panamá,,,,,,"Siempre excelente servicio y comida. Buen ambiente laboral se nota que se esmeran en que disfrutes el momento. 
Nunca decepcionado.",2026-06-14,Juan L.,degusta
102927,Sugoi (Brisas del Golf),General,Panamá,,,,,,"Bueno solo que la comida tardo un poco pero los chicos súper amables y atentos .
Buen ambiente y buen aire acondicionado",2026-06-10,Nikaira I.,degusta
102927,Sugoi (Brisas del Golf),General,Panamá,,,,,,"excelente comida siempre, la atención puede mejorar ya que esperamos mucho tiempo por los sushis y constantemente teníamos que pedir agua, pero el trato fue bueno y la calidad de la comida bien.",2026-06-10,Gladys B.,degusta
102927,Sugoi (Brisas del Golf),General,Panamá,,,,,,"buena atención y muy bueno los sushi, lo recomiendo y el postre que pedimos cookies and Cream roll estuvo delicioso",2026-06-08,Jessica L.,degusta
102927,Sugoi (Brisas del Golf),General,Panamá,,,,,,"A pesar de ser una sucursal pequeña, es muy acogedora, íntima y muy bonita. Personal siempre atento y a disposición, comida rica y sin perder su estilo. En esta oportunidad celebramos cumpleaños, pero para cualquier ocasión sin duda volvería.",2026-06-03,Karol S.,degusta
106995,Austin Mama's (Costa del Este),General,Panamá,,,,,,Austin Mama's ofrece una comida espectacular con un ambiente brutal. El servicio es impecable y los sabores realmente te conquistan. ¡Súper recomendado!,2026-06-12,Jose Angel E.,degusta
106995,Austin Mama's (Costa del Este),General,Panamá,,,,,,"Excelente sabor, excelente atención. Estuvimos allí por Aniversario de Bodas y nos trataron tan bien que de cortesía nos dieron un postre 😍 la comida pensé que demoraria un poco y para nada! La atención de Steven fue excelente!",2026-06-11,Lourdes R.,degusta
106995,Austin Mama's (Costa del Este),General,Panamá,,,,,,"Buena atención, no tuvimos ni que pedir agua cuando ya nos la habían servido. La comida no demoró ni 15 minutos, pedí un 2x2 y como siempre el brisket y las ribs estaban buenisimas.",2026-06-11,Luciano V.,degusta
106995,Austin Mama's (Costa del Este),General,Panamá,,,,,,"un buen lugar para ir a disfrutar de asados, ambiente bien ajustado a la cultura americana. mejorable el rub de la carne algo excesivo en sal.",2026-06-10,Jairo J. G.,degusta
106995,Austin Mama's (Costa del Este),General,Panamá,,,,,,"Fuimos un grupo de 8, nos fue excelente. El brisket y el pulled pork 100% recomendados.
La atención, impecable. Es una excelente opción para ir en grupo!",2026-06-05,Jorge A.,degusta
101505,Casa Alejandro,General,Panamá,,,,,,Una buenísima opción para un almuerzo de negocios. La comida y la atención siempre excelente. Cuenta con valet parking lo que es un plus.,2026-06-13,Aracelis A.,degusta
101505,Casa Alejandro,General,Panamá,,,,,,"Comida española 100% el menú es extenso.  Todo lo que he probado vale la pena, te sientes es casa de un español de visita.
El duelo está presente en el restaurante y es un plus",2026-06-02,Hector V.,degusta
101505,Casa Alejandro,General,Panamá,,,,,,"Para un almuerzo este lugar buenisimo. Llegamos y siempre está full. Comida rica, fresca, estilo española. Lugar recomendado. Tiene valet parking.",2026-06-01,Natalia B.,degusta
101505,Casa Alejandro,General,Panamá,,,,,,"La comida no defrauda, el servicio y atención excelente. Una extensa y variada carta. Recomiendo los garbanzos con bacalao, hongos con ajo, pulpo al ajillo y por supuesto la crema catalana. Son esos lugares que no fallan. El chef/dueño siempre da la vuelta pendiente de los detalles. Tienen area para estacionamiento.",2026-05-17,Buen comensal,degusta
101505,Casa Alejandro,General,Panamá,,,,,,"excelente restaurante, te sientes como en casa, siempre sera un lugar full recomendado. Desde que le conoci, y tengo invitados en Panama, es una salida obligatoria, nunca fallan….",2026-05-17,Jorge L.,degusta
